Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Coapplicant_Income,Loan_Amount,Term,Credit_History,Area
Male,Yes,2,Not Graduate,No,496000,0,10000000,360,1,Semiurban
Male,No,1,Not Graduate,No,197200,0,6700000,360,1,Urban
Male,Yes,0,Graduate,No,533300,0,18700000,360,,Semiurban
Male,Yes,2,Not Graduate,No,341300,115200,7400000,360,0,Urban
Male,No,0,Graduate,,222600,521100,11000000,360,1,Semiurban
Male,Yes,3+,Graduate,No,971900,254600,21300000,360,1,Semiurban
Female,Yes,1,Graduate,No,750000,800000,11000000,360,1,Rural
Female,No,2,Graduate,No,255300,0,20000000,300,0,Urban
Male,Yes,0,Graduate,No,566700,0,10400000,360,1,Urban
Female,No,3+,Graduate,No,679200,0,16000000,360,1,Rural
Male,Yes,1,Graduate,,475000,475400,11000000,180,1,Rural
Female,Yes,1,Graduate,No,341300,0,14800000,360,,Urban
Male,Yes,3+,Graduate,No,341700,176800,11000000,360,,Semiurban
Male,Yes,0,Not Graduate,No,402800,0,8000000,360,,Urban
Male,Yes,1,Graduate,Yes,333300,155000,16000000,360,,Rural
Male,Yes,0,Graduate,Yes,350000,0,17000000,360,1,Urban
Male,Yes,,Graduate,No,518000,70000,4900000,360,1,Urban
Male,No,0,Graduate,No,433300,0,13500000,360,1,Semiurban
Male,Yes,1,Graduate,No,426000,0,11600000,360,0,Rural
Male,No,0,Graduate,No,236200,147500,10000000,360,1,Urban
Male,Yes,1,Not Graduate,,760300,0,29000000,360,1,Rural
Male,No,1,Graduate,No,356400,0,15900000,360,1,Semiurban
Male,No,0,Graduate,No,332100,0,10000000,360,1,Urban
Male,Yes,1,Not Graduate,No,1089000,0,18700000,300,,Semiurban
Male,Yes,3+,Not Graduate,Yes,301600,0,15800000,360,1,Semiurban
Male,Yes,0,Graduate,,265400,307700,13500000,12,0,Urban
,No,0,Graduate,No,470000,521100,5000000,350,1,Semiurban
Male,No,2,Graduate,No,227400,201700,12500000,360,1,Urban
Male,Yes,0,Graduate,No,682500,1450700,10700000,360,1,Rural
Male,Yes,2,Graduate,No,500000,0,18700000,360,1,Rural
Male,Yes,1,Graduate,No,408300,0,16000000,360,1,Urban
Male,No,2,Graduate,No,350000,0,23200000,360,1,Semiurban
Male,Yes,0,Not Graduate,,307300,0,10500000,360,0,Semiurban
Male,No,0,Graduate,No,236200,0,10400000,360,1,Urban
Male,Yes,3+,Graduate,No,164700,266600,10200000,360,1,Urban
,Yes,3+,Graduate,No,343600,202400,11600000,360,1,Urban
Male,No,0,Graduate,No,224300,25000,15000000,360,1,Urban
Male,Yes,0,Graduate,No,531600,0,3000000,360,1,Semiurban
Male,No,1,Graduate,No,247800,145600,7400000,360,,Semiurban
Male,No,,Graduate,No,395800,298800,16000000,360,1,Semiurban
Male,No,0,Not Graduate,No,270800,0,8000000,360,0,Rural
Male,Yes,1,Not Graduate,No,466700,358300,9000000,360,1,Urban
Male,Yes,0,Not Graduate,No,344500,0,16200000,180,1,Rural
Male,No,1,Graduate,No,356400,294500,9000000,300,0,Semiurban
Male,Yes,0,Graduate,Yes,475000,205700,11800000,360,0,Semiurban
,Yes,1,Graduate,,445200,156000,14300000,360,1,Urban
Male,Yes,0,Graduate,No,246300,0,26000000,360,1,Semiurban
Male,Yes,3+,Graduate,No,679400,0,26000000,360,0,Rural
Male,Yes,0,Graduate,No,350000,458300,13200000,360,1,Semiurban
Male,No,1,Graduate,No,1884000,0,8100000,360,1,Rural
Male,Yes,1,Graduate,No,241900,0,9600000,360,1,Rural
Male,No,0,Not Graduate,Yes,335000,0,4600000,360,0,Rural
Male,No,3+,Graduate,No,518400,0,15000000,180,1,Urban
Male,Yes,0,Graduate,No,312500,0,18500000,360,1,Urban
Male,No,0,Graduate,No,201400,270800,13000000,360,,Urban
Male,Yes,1,Graduate,No,315000,0,13500000,360,1,Urban
Male,No,0,Not Graduate,,333300,314800,7600000,240,1,Rural
Male,No,1,Graduate,No,364300,83300,8000000,360,,Rural
Male,No,1,Graduate,No,313200,140000,18700000,360,1,Urban
Male,Yes,0,Graduate,No,309100,213000,13000000,360,0,Urban
Male,Yes,,Graduate,Yes,408300,0,2800000,360,1,Rural
Female,Yes,0,Not Graduate,No,695800,70000,7200000,360,1,Semiurban
Male,Yes,3+,Graduate,No,301700,0,36000000,360,1,Semiurban
Female,Yes,3+,Graduate,No,735000,0,12000000,360,1,Urban
Male,Yes,1,Not Graduate,No,333300,0,9600000,360,1,Rural
Male,Yes,2,Not Graduate,No,298200,135000,13400000,360,,Urban
Male,Yes,0,Not Graduate,No,760300,0,8800000,360,1,Urban
Male,Yes,3+,Graduate,No,424600,82000,16500000,360,1,Urban
Male,Yes,0,Graduate,Yes,316600,54200,13500000,360,1,Semiurban
Male,No,0,Graduate,No,235600,412300,4000000,300,1,Semiurban
Male,Yes,0,Graduate,No,291700,0,18500000,360,1,Rural
Male,No,0,Graduate,No,224300,0,11000000,360,1,Rural
Male,Yes,2,Graduate,No,433300,0,12500000,360,1,Urban
Male,Yes,0,Graduate,No,325000,0,10100000,360,1,Urban
Male,No,1,Graduate,No,218500,0,18500000,360,1,Semiurban
Female,Yes,1,Graduate,Yes,783000,371900,28000000,360,1,Urban
Male,Yes,2,Graduate,Yes,117300,178800,12400000,360,,Semiurban
Male,No,1,Not Graduate,No,1600000,0,11600000,360,0,Semiurban
Male,Yes,1,Graduate,No,374700,0,8000000,360,1,Urban
Male,Yes,1,Not Graduate,No,159600,0,10500000,360,,Urban
Female,Yes,2,Not Graduate,No,504100,0,11700000,360,1,Semiurban
Male,Yes,1,Graduate,No,394300,0,7000000,360,1,Semiurban
Male,Yes,1,Graduate,No,333300,121300,6400000,360,1,Rural
Male,No,2,Graduate,No,383500,0,11000000,360,1,Urban
Female,Yes,2,Graduate,Yes,251300,256500,8000000,360,0,Semiurban
Male,No,0,Graduate,No,292500,0,9600000,360,,Semiurban
Male,No,2,Not Graduate,No,308900,0,13900000,360,1,Semiurban
Male,No,0,Graduate,No,383500,0,13400000,360,1,Semiurban
Male,Yes,3+,Graduate,Yes,235600,343500,15000000,60,1,Rural
Male,Yes,3+,Graduate,No,650000,0,18000000,360,0,Urban
Male,Yes,0,Graduate,No,350700,73800,13400000,360,1,Semiurban
Male,No,0,Not Graduate,,362000,791600,9000000,360,1,Rural
Male,Yes,2,Graduate,No,500000,0,10800000,240,1,Urban
Male,No,0,Graduate,No,210700,400000,18000000,350,1,Semiurban
Male,No,0,Not Graduate,No,215700,0,10200000,360,1,Semiurban
Male,No,0,Graduate,No,472000,294500,7100000,360,1,Urban
Male,Yes,0,Graduate,No,416700,176000,28000000,360,1,Urban
Male,No,1,Not Graduate,No,309100,0,11900000,360,,Semiurban
Female,Yes,0,Graduate,No,278300,0,16200000,360,1,Urban
Male,Yes,1,Graduate,Yes,159900,121300,14400000,360,1,Semiurban
Male,No,0,Graduate,,590000,0,4000000,360,1,Urban
,No,0,Graduate,No,795000,0,10200000,360,0,Urban
Male,Yes,1,Graduate,No,390900,0,12000000,360,1,Urban
Male,Yes,0,Graduate,No,558300,0,12500000,360,1,Urban
Male,No,3+,Not Graduate,No,130000,347000,18500000,360,1,Semiurban
Male,No,3+,Not Graduate,No,630000,277400,11000000,360,0,Urban
Male,Yes,2,Graduate,No,351000,216700,5000000,360,1,Urban
Male,No,0,Not Graduate,No,500000,0,10000000,360,0,Semiurban
Male,No,0,Graduate,No,350000,0,9000000,360,1,Urban
Female,Yes,0,Not Graduate,No,416600,82800,9300000,360,1,Semiurban
Male,No,0,Graduate,No,340000,294500,6500000,360,1,Urban
Female,Yes,3+,Graduate,No,433400,154200,30000000,36,1,Urban
Male,Yes,3+,Graduate,No,470000,0,12600000,360,1,Urban
Male,No,3+,Graduate,No,318800,791600,11000000,360,1,Urban
,No,1,Graduate,No,57000,0,8000000,360,1,Urban
Male,Yes,2,Graduate,No,411600,339600,16200000,360,1,Urban
Female,Yes,0,Graduate,Yes,1016600,273800,13500000,360,0,Semiurban
Male,No,0,Graduate,No,395800,0,11800000,360,1,Urban
Male,Yes,3+,Graduate,No,583300,0,16000000,360,1,Semiurban
Male,Yes,0,Graduate,No,424300,0,13800000,360,1,Rural
Male,Yes,0,Not Graduate,No,385400,241700,4600000,360,1,Urban
Female,No,2,Not Graduate,Yes,1884000,54200,15000000,60,1,Semiurban
Male,Yes,0,Graduate,No,463500,0,13700000,360,,Urban
,No,0,Graduate,No,470900,0,13200000,360,1,Urban
Male,No,0,Graduate,No,344500,0,17700000,360,1,Rural
Female,Yes,1,Graduate,No,650000,0,12800000,360,1,Urban
Male,No,2,Not Graduate,No,436400,0,12500000,360,1,Urban
Male,No,0,Not Graduate,No,287500,0,20000000,60,,Urban
Female,Yes,3+,Graduate,No,285800,279200,6000000,360,1,Urban
Male,Yes,0,Graduate,No,339100,343500,8000000,360,,Semiurban
Male,No,1,Graduate,No,566700,357500,6700000,60,1,Semiurban
Female,Yes,2,Graduate,No,679400,500000,18500000,360,1,Urban
Male,No,2,Graduate,No,210100,325000,11000000,240,1,Urban
Male,Yes,2,Graduate,No,299500,162000,29000000,360,0,Semiurban
Male,No,3+,Graduate,No,306600,0,15000000,360,1,Semiurban
Male,Yes,1,Not Graduate,No,870600,0,14600000,360,1,Semiurban
Male,Yes,3+,Not Graduate,No,916700,0,8000000,360,0,Rural
Female,Yes,3+,Graduate,No,327100,0,3000000,360,0,Urban
Female,No,2,Graduate,No,344500,299900,11000000,360,1,Urban
Male,No,0,Graduate,Yes,376500,0,12400000,360,1,Urban
Male,Yes,3+,Graduate,No,402800,0,8000000,240,1,Urban
Male,No,0,Graduate,No,408300,233300,10000000,360,1,Urban
Male,No,3+,Not Graduate,No,332100,325000,10800000,360,0,Urban
Male,Yes,0,Graduate,No,278300,82000,12500000,360,1,Semiurban
Male,No,0,Graduate,No,159900,316700,28000000,300,,Rural
Male,Yes,0,Graduate,No,306600,241600,8000000,360,1,Rural
Male,Yes,1,Not Graduate,No,433300,205700,3000000,360,0,Semiurban
Male,No,1,Graduate,No,210100,0,14000000,360,,Urban
Female,No,1,Graduate,No,333300,260000,9600000,360,0,Semiurban
,No,,Graduate,No,254500,0,12600000,360,,Semiurban
Female,Yes,0,Graduate,No,203800,0,7500000,360,1,Urban
,Yes,0,Graduate,No,350000,277400,14000000,360,1,Urban
Male,No,1,Graduate,No,433300,0,13000000,350,1,Semiurban
Male,Yes,1,Graduate,,449000,391600,8800000,300,1,Semiurban
Male,No,1,Not Graduate,,226800,237400,13900000,360,1,Semiurban
Male,No,2,Graduate,,384400,216700,12500000,360,1,Semiurban
Male,No,2,Graduate,No,176200,241600,18100000,360,1,Urban
Female,Yes,1,Graduate,No,518000,216800,11700000,360,,Urban
Male,Yes,1,Graduate,No,350000,0,7500000,360,1,Urban
Female,Yes,2,Graduate,No,1000000,0,39000000,360,1,Urban
Male,No,1,Graduate,No,333300,127000,15000000,360,,Urban
Male,No,1,Graduate,No,416600,0,14000000,360,1,Semiurban
Female,Yes,3+,Graduate,No,340000,0,9900000,360,1,Semiurban
Male,No,0,Graduate,No,380800,0,10800000,360,1,Semiurban
Female,Yes,3+,Graduate,No,466700,0,21200000,360,1,Rural
Male,No,,Graduate,No,364400,0,17000000,360,1,Rural
Male,Yes,3+,Not Graduate,Yes,408300,273000,10700000,360,0,Semiurban
Male,No,3+,Graduate,No,533300,0,11000000,180,1,Urban
Male,No,0,Graduate,No,151600,191700,3500000,360,1,Urban
Male,Yes,3+,Not Graduate,No,350800,261900,18000000,360,1,Urban
Male,No,3+,Not Graduate,No,179200,0,11700000,360,1,Semiurban
Female,No,2,Graduate,No,390000,0,15000000,360,1,Semiurban
Female,Yes,,Not Graduate,No,416600,140000,14000000,360,,Semiurban
Male,No,0,Not Graduate,No,969900,0,18000000,360,1,Urban
Male,Yes,3+,Not Graduate,No,566700,380900,18800000,360,0,Semiurban
Male,No,1,Graduate,No,766600,292500,10800000,360,1,Rural
Male,No,2,Graduate,,210700,0,11700000,360,0,Semiurban
Male,Yes,2,Graduate,No,491200,0,13400000,360,1,Urban
Male,Yes,0,Graduate,No,445600,0,9900000,360,1,Rural
Male,No,0,Graduate,No,340000,182000,8400000,360,1,Urban
Male,No,2,Graduate,No,376700,273800,13500000,360,0,Semiurban
Male,Yes,0,Not Graduate,No,558300,199300,13500000,360,1,Semiurban
Male,Yes,2,Graduate,No,376500,351000,11000000,84,1,Semiurban
Male,No,2,Not Graduate,No,350000,0,0,360,1,Rural
Male,Yes,0,Graduate,No,315000,0,4600000,360,1,Semiurban
Male,No,3+,Not Graduate,No,875000,0,16500000,240,,Semiurban
Male,No,3+,Graduate,No,307600,0,23500000,360,1,Urban
Female,Yes,0,Graduate,No,175000,176200,11500000,360,1,Urban
Male,Yes,2,Graduate,No,750000,400000,10200000,180,1,Semiurban
Male,No,3+,Not Graduate,No,415800,0,15000000,360,1,Semiurban
Male,Yes,2,Graduate,No,277900,0,13000000,360,0,Semiurban
Female,No,2,Graduate,Yes,185000,0,15000000,360,1,Urban
Male,Yes,2,Not Graduate,No,308900,0,7600000,360,0,Semiurban
Male,Yes,0,Graduate,No,163500,176000,12000000,360,,Urban
Male,No,0,Graduate,No,397200,0,10000000,360,0,Urban
Male,Yes,1,Graduate,No,500000,108300,5000000,360,,Urban
Male,No,1,Not Graduate,Yes,241500,0,15800000,360,0,Rural
Female,Yes,0,Not Graduate,No,1089000,0,15100000,360,1,Semiurban
Female,Yes,0,Not Graduate,No,647800,151600,15000000,360,1,Rural
Male,No,1,Graduate,Yes,531400,294500,5900000,360,0,Rural
Male,No,3+,Graduate,No,114100,0,16200000,360,0,Semiurban
Female,No,,Graduate,No,374700,29600,12500000,360,1,Semiurban
Male,No,0,Not Graduate,No,350000,0,7600000,360,1,Rural
Male,No,0,Graduate,No,436300,0,18800000,360,0,Urban
Male,Yes,2,Graduate,,222600,1166600,9000000,360,,Rural
Male,No,0,Graduate,Yes,260000,0,10600000,360,1,Rural
Male,Yes,3+,Graduate,No,408300,0,12000000,360,1,Rural
Male,No,0,Graduate,No,433300,0,6400000,360,1,Semiurban
Male,Yes,3+,Graduate,,1250000,0,7000000,360,1,Semiurban
Male,No,0,Graduate,No,356400,199300,12400000,180,1,Urban
Female,Yes,1,Graduate,No,350000,0,12000000,360,1,Urban
Female,Yes,0,Graduate,No,424300,0,10000000,360,0,Semiurban
Male,Yes,3+,Graduate,No,350800,0,18500000,360,1,Urban
Male,Yes,0,Graduate,No,866700,1450700,4000000,360,1,Semiurban
Male,Yes,0,Graduate,,270800,0,13800000,360,1,Urban
Male,Yes,1,Graduate,No,327600,0,6800000,360,1,Urban
Female,Yes,2,Graduate,Yes,224100,357500,11600000,360,1,Semiurban
Male,Yes,0,Graduate,No,292500,228600,14400000,360,,Semiurban
Male,No,0,Graduate,Yes,261300,201500,15000000,360,0,Urban
Male,Yes,0,Graduate,No,682500,0,10300000,360,1,Semiurban
,Yes,3+,Graduate,No,920000,0,10800000,360,1,Urban
Male,Yes,1,Not Graduate,,210700,0,11300000,360,1,Urban
Male,No,1,Graduate,No,277300,112000,20000000,360,1,Semiurban
Male,No,0,Not Graduate,No,2479700,141100,13800000,360,1,Urban
Male,Yes,2,Graduate,No,117300,0,11000000,360,1,Urban
Female,Yes,0,Graduate,No,531600,339600,21200000,,1,Urban
Female,Yes,0,Not Graduate,No,335000,196600,11000000,360,0,Semiurban
Male,Yes,0,Graduate,No,179200,0,11000000,360,1,Rural
Male,No,0,Graduate,Yes,562900,70000,17000000,360,0,Semiurban
Male,Yes,0,Graduate,No,0,0,11700000,360,,Semiurban
,Yes,0,Graduate,No,766600,0,13000000,180,0,Urban
Female,No,0,Graduate,,343600,0,13700000,360,1,Rural
Male,No,0,Graduate,No,379100,0,10000000,360,1,Urban
Male,Yes,0,Graduate,No,215700,0,17600000,480,1,Semiurban
Male,Yes,0,Graduate,No,289600,0,20000000,360,1,Urban
Male,Yes,0,Not Graduate,No,236000,266600,10600000,360,0,Semiurban
Male,No,3+,Not Graduate,No,380800,125000,11700000,360,1,Urban
Male,Yes,0,Graduate,No,388700,0,8000000,360,1,Semiurban
Male,Yes,2,Graduate,No,333300,0,29000000,300,1,Urban
Male,Yes,0,Graduate,No,695800,0,10000000,360,0,Urban
Male,Yes,1,Graduate,Yes,236000,0,6500000,360,1,Urban
Male,No,1,Graduate,No,265400,170400,13800000,360,1,Rural
Female,Yes,0,Graduate,No,326800,0,6500000,360,,Urban
Female,Yes,3+,Graduate,No,408300,335500,10200000,360,,Urban
Female,Yes,0,Not Graduate,No,114100,0,12400000,360,1,Semiurban
Male,Yes,0,Not Graduate,No,583300,376900,11200000,360,1,Semiurban
Female,No,0,Graduate,No,286800,325000,15000000,360,1,Urban
Female,Yes,3+,Not Graduate,No,394300,176000,10000000,480,1,Urban
Male,Yes,0,Graduate,No,470900,0,18700000,360,0,Semiurban
Male,Yes,1,Graduate,No,335000,475400,11400000,360,1,Urban
Male,Yes,0,Graduate,,416300,0,10400000,360,1,Rural
Male,Yes,0,Not Graduate,No,357100,314800,20000000,360,1,Urban
Male,Yes,2,Not Graduate,No,203800,0,12500000,360,1,Semiurban
Male,Yes,0,Graduate,No,630000,111000,12500000,360,1,Rural
Male,No,0,Graduate,No,159900,339600,9200000,360,0,Semiurban
Male,No,0,Graduate,No,363400,0,15000000,360,1,Semiurban
Female,No,3+,Not Graduate,No,1000000,299900,10400000,360,1,Urban
Male,No,0,Not Graduate,No,496000,0,8100000,360,1,Urban
Male,Yes,2,Graduate,No,433300,0,11000000,360,0,Rural
Male,Yes,0,Graduate,No,424300,0,17000000,360,0,Rural
Male,Yes,0,Graduate,,394300,155800,11600000,360,1,Semiurban
Male,Yes,2,Not Graduate,No,650000,0,9000000,360,0,Rural
Male,Yes,0,Graduate,Yes,448300,75000,5000000,300,1,Rural
Male,Yes,2,Graduate,,647800,335500,15500000,360,0,Semiurban
,Yes,0,Not Graduate,No,341700,483100,13900000,360,1,Urban
Male,Yes,0,Graduate,Yes,240000,0,12500000,240,0,Semiurban
Male,No,0,Graduate,Yes,969900,0,18300000,360,1,Semiurban
Male,No,1,Graduate,No,307600,292500,12400000,360,1,Semiurban
Female,No,1,Not Graduate,No,800000,402700,7700000,360,1,Semiurban
Male,No,,Not Graduate,Yes,241500,172100,24000000,360,1,Rural
Male,No,2,Graduate,No,350800,424600,11600000,360,1,Rural
Male,Yes,0,Graduate,No,408300,0,30000000,360,0,Semiurban
Male,Yes,0,Graduate,No,251300,0,18500000,360,1,Semiurban
Male,No,0,Graduate,No,685800,0,8100000,180,1,Semiurban
Male,Yes,1,Not Graduate,No,450000,0,5700000,360,1,Urban
Male,No,2,Graduate,,476800,0,11700000,180,,Urban
,Yes,0,Not Graduate,No,531400,0,14100000,360,1,Urban
Male,No,0,Graduate,No,428300,424600,9600000,360,0,Urban
Male,No,0,Graduate,No,466600,0,0,360,1,Urban
Female,Yes,1,Graduate,No,266600,213900,9000000,360,1,Urban
Male,Yes,0,Graduate,No,450000,115200,14300000,360,1,Semiurban
Male,Yes,0,Graduate,No,426000,0,20000000,300,,Rural
Male,Yes,2,Graduate,No,235600,0,13300000,360,1,Urban
Female,No,3+,Not Graduate,No,3200000,100000,41200000,360,,Semiurban
Male,Yes,0,Graduate,Yes,241200,190200,15000000,360,1,Urban
Male,No,0,Graduate,No,313200,0,14300000,360,0,Semiurban
Male,Yes,,Graduate,No,433300,0,55000000,360,1,Rural
Male,Yes,3+,Graduate,No,408300,0,13000000,360,1,Urban
Male,No,2,Graduate,No,433300,0,18700000,360,1,Rural
Female,Yes,2,Not Graduate,No,466700,263200,12100000,180,1,Rural
Male,Yes,0,Graduate,No,250000,0,12000000,360,1,Rural
Male,No,0,Not Graduate,Yes,159900,275500,20000000,360,1,Urban
Male,Yes,0,Not Graduate,No,285800,376900,4000000,360,1,Urban
Male,Yes,3+,Not Graduate,No,304200,25000,10800000,360,1,Urban
Male,No,0,Graduate,,558300,0,26000000,360,1,Urban
Male,No,0,Graduate,No,511900,18700,20800000,360,1,Semiurban
Female,Yes,,Graduate,No,583300,0,22500000,360,1,Urban
Male,Yes,0,Graduate,,240000,283300,30000000,360,,Semiurban
Male,No,2,Graduate,No,327100,0,18900000,6,1,Rural
Female,No,0,Not Graduate,No,188800,0,11000000,360,0,Rural
Male,Yes,2,Not Graduate,No,476800,402900,12400000,360,1,Semiurban
Male,Yes,2,Graduate,No,785900,0,12000000,360,,Urban
Male,Yes,0,Graduate,No,390900,0,8000000,360,1,Urban
Male,Yes,,Graduate,No,188800,0,10800000,360,1,Semiurban
Male,Yes,2,Graduate,No,159600,108300,12000000,360,1,Urban
Male,No,0,Not Graduate,No,583300,0,13900000,360,1,Urban
Male,Yes,0,Graduate,No,254500,0,20000000,360,1,Semiurban
Male,Yes,2,Graduate,No,433400,145600,8800000,360,1,Rural
Male,Yes,0,Graduate,No,400900,202400,25400000,360,1,Rural
Male,No,0,Not Graduate,No,540000,0,14300000,360,1,Urban
,No,0,Graduate,,440200,299900,10000000,300,1,Urban
Male,Yes,0,Not Graduate,No,318800,434700,13800000,360,1,Rural
Male,Yes,3+,Graduate,No,301700,0,18500000,360,0,Rural
Male,Yes,0,Graduate,No,350000,0,20000000,360,1,Semiurban
Male,Yes,0,Graduate,No,416700,0,9300000,360,1,Semiurban
Male,Yes,,Graduate,No,366600,177700,25600000,360,1,Urban
Male,Yes,0,Graduate,No,380800,438000,8000000,360,,Urban
Male,No,1,Graduate,Yes,210700,0,13700000,360,,Semiurban
Female,Yes,1,Graduate,No,277900,357500,17000000,360,0,Urban
Male,Yes,0,Not Graduate,No,325000,0,39000000,360,1,Semiurban
Male,Yes,0,Graduate,,175000,0,13100000,360,1,Urban
Female,Yes,0,Graduate,No,433300,245800,10000000,360,1,Rural
Female,Yes,2,Graduate,No,449000,0,10000000,360,1,Rural
Female,Yes,3+,Graduate,,318900,0,18600000,360,1,Semiurban
Female,Yes,0,Graduate,No,216500,402900,12000000,360,0,Semiurban
Female,Yes,0,Graduate,No,175000,208800,11600000,60,1,Semiurban
Male,Yes,1,Not Graduate,No,433300,0,16200000,360,1,Rural
Male,Yes,0,Graduate,No,176200,0,7000000,360,0,Semiurban
Male,Yes,0,Not Graduate,,301700,0,11900000,360,1,Rural
Male,No,0,Graduate,No,333300,0,15800000,360,0,Rural
Female,No,1,Not Graduate,,175000,266700,11400000,360,,Rural
Male,Yes,2,Graduate,No,448300,0,29000000,360,1,Rural
Male,Yes,3+,Graduate,,274700,0,11000000,180,1,Semiurban
Male,No,0,Graduate,,844900,0,18000000,360,0,Urban
Male,Yes,0,Not Graduate,,766600,135000,9200000,360,1,Rural
Male,No,3+,Graduate,No,400000,0,18700000,360,1,Urban
Male,Yes,2,Graduate,,408300,0,4600000,6,0,Urban
Female,No,0,Graduate,No,296400,284500,7000000,360,0,Rural
Male,Yes,1,Not Graduate,No,400000,0,12500000,360,1,Rural
Male,Yes,0,Not Graduate,No,117300,396700,18500000,360,1,Rural
Male,Yes,0,Not Graduate,,375400,325000,18000000,480,1,Rural
Male,Yes,0,Graduate,No,334300,0,7800000,480,1,Urban
Male,No,0,Graduate,No,900000,196300,11000000,60,1,Urban
Male,Yes,0,Graduate,No,307600,0,3000000,360,1,Rural
Female,Yes,0,Graduate,No,397200,111000,18500000,360,1,Urban
Male,No,1,Graduate,No,630000,500000,10700000,360,1,Urban
Male,Yes,0,Not Graduate,No,388100,0,12300000,360,1,Semiurban
Male,Yes,0,Graduate,No,470900,273000,12200000,360,1,Semiurban
Male,No,3+,Graduate,No,789500,273800,10800000,360,1,Rural
Male,No,3+,Graduate,No,327100,299900,18000000,12,1,Urban
Male,No,0,Graduate,No,402800,0,11000000,360,1,Rural
Female,No,0,Graduate,Yes,436400,0,15000000,360,1,Urban
Male,Yes,0,Graduate,No,364400,412300,6000000,360,1,Rural
Male,No,0,Graduate,,647800,241700,17000000,360,,Semiurban
Male,No,2,Graduate,No,505800,0,17000000,360,1,Urban
Male,Yes,1,Graduate,No,581700,182000,6000000,360,1,Rural
Male,Yes,1,Graduate,No,262300,0,13500000,360,1,Urban
Male,Yes,2,Graduate,No,300700,154200,18500000,360,1,Rural
,Yes,2,Graduate,No,562900,339600,13500000,300,1,Urban
Male,No,1,Graduate,No,735000,0,11200000,360,1,Urban
Male,Yes,1,Graduate,No,540000,0,12000000,360,1,Urban
Male,Yes,3+,Graduate,No,500000,0,10200000,360,1,Semiurban
Female,Yes,0,Graduate,No,386300,0,16500000,360,1,Rural
Male,Yes,2,Graduate,No,400900,233300,11000000,360,1,Urban
,Yes,0,Graduate,No,1308300,0,13000000,360,1,Semiurban
Male,Yes,2,Graduate,No,226800,428800,12000000,360,1,Rural
Male,Yes,0,Not Graduate,Yes,491200,0,10400000,360,1,Rural
Male,No,3+,Graduate,No,350000,0,13400000,360,0,Semiurban
Male,No,0,Not Graduate,,695800,0,13800000,360,1,Urban
